Benchmark/1-4          	50000000	        35.2 ns/op	      16 B/op	       1 allocs/op
Benchmark/1-4          	50000000	        35.4 ns/op	      16 B/op	       1 allocs/op
Benchmark/1-4          	50000000	        35.3 ns/op	      16 B/op	       1 allocs/op
Benchmark/1-4          	50000000	        34.9 ns/op	      16 B/op	       1 allocs/op
Benchmark/1-4          	50000000	        35.0 ns/op	      16 B/op	       1 allocs/op
Benchmark/1-4          	50000000	        35.5 ns/op	      16 B/op	       1 allocs/op
Benchmark/1-4          	50000000	        34.9 ns/op	      16 B/op	       1 allocs/op
Benchmark/1-4          	50000000	        35.3 ns/op	      16 B/op	       1 allocs/op
Benchmark/1-4          	50000000	        34.9 ns/op	      16 B/op	       1 allocs/op
Benchmark/1-4          	50000000	        34.8 ns/op	      16 B/op	       1 allocs/op
Benchmark/10-4         	 5000000	       357 ns/op	     160 B/op	      10 allocs/op
Benchmark/10-4         	 5000000	       353 ns/op	     160 B/op	      10 allocs/op
Benchmark/10-4         	 5000000	       354 ns/op	     160 B/op	      10 allocs/op
Benchmark/10-4         	 5000000	       355 ns/op	     160 B/op	      10 allocs/op
Benchmark/10-4         	 5000000	       354 ns/op	     160 B/op	      10 allocs/op
Benchmark/10-4         	 5000000	       356 ns/op	     160 B/op	      10 allocs/op
Benchmark/10-4         	 5000000	       355 ns/op	     160 B/op	      10 allocs/op
Benchmark/10-4         	 5000000	       355 ns/op	     160 B/op	      10 allocs/op
Benchmark/10-4         	 5000000	       354 ns/op	     160 B/op	      10 allocs/op
Benchmark/10-4         	 5000000	       357 ns/op	     160 B/op	      10 allocs/op
Benchmark/100-4        	  300000	      3666 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4        	  500000	      3486 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4        	  500000	      3498 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4        	  500000	      3475 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4        	  500000	      3475 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4        	  500000	      3851 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4        	  500000	      3609 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4        	  500000	      5100 ns/op	    1600 B/op	     100 allocs/op
