Benchmark/1-4          	10000000	       227 ns/op	     160 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       237 ns/op	     160 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       226 ns/op	     160 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       231 ns/op	     160 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       225 ns/op	     160 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       229 ns/op	     160 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       224 ns/op	     160 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       235 ns/op	     160 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       233 ns/op	     160 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       229 ns/op	     160 B/op	       6 allocs/op
Benchmark/10-4         	 1000000	      1571 ns/op	    2976 B/op	      29 allocs/op
Benchmark/10-4         	 1000000	      1572 ns/op	    2976 B/op	      29 allocs/op
Benchmark/10-4         	 1000000	      1578 ns/op	    2976 B/op	      29 allocs/op
Benchmark/10-4         	 1000000	      1583 ns/op	    2976 B/op	      29 allocs/op
Benchmark/10-4         	 1000000	      1579 ns/op	    2976 B/op	      29 allocs/op
Benchmark/10-4         	 1000000	      1567 ns/op	    2976 B/op	      29 allocs/op
Benchmark/10-4         	 1000000	      1640 ns/op	    2976 B/op	      29 allocs/op
Benchmark/10-4         	 1000000	      1702 ns/op	    2976 B/op	      29 allocs/op
Benchmark/10-4         	 1000000	      1645 ns/op	    2976 B/op	      29 allocs/op
Benchmark/10-4         	 1000000	      1654 ns/op	    2976 B/op	      29 allocs/op
Benchmark/100-4        	  200000	      8027 ns/op	    7936 B/op	     211 allocs/op
Benchmark/100-4        	  200000	      7944 ns/op	    7936 B/op	     211 allocs/op
Benchmark/100-4        	  200000	      8382 ns/op	    7936 B/op	     211 allocs/op
Benchmark/100-4        	  200000	      8009 ns/op	    7936 B/op	     211 allocs/op
Benchmark/100-4        	  200000	      7890 ns/op	    7936 B/op	     211 allocs/op
Benchmark/100-4        	  200000	      7775 ns/op	    7936 B/op	     211 allocs/op
Benchmark/100-4        	  200000	      7699 ns/op	    7936 B/op	     211 allocs/op
Benchmark/100-4        	  200000	      7909 ns/op	    7936 B/op	     211 allocs/op
Benchmark/100-4        	  200000	      7799 ns/op	    7936 B/op	     211 allocs/op
Benchmark/100-4        	  200000	      7760 ns/op	    7936 B/op	     211 allocs/op
Benchmark/1000-4       	   20000	     72208 ns/op	   65856 B/op	    2039 allocs/op
Benchmark/1000-4       	   20000	     70744 ns/op	   65856 B/op	    2039 allocs/op
Benchmark/1000-4       	   20000	     70443 ns/op	   65856 B/op	    2039 allocs/op
Benchmark/1000-4       	   20000	     71331 ns/op	   65856 B/op	    2039 allocs/op
Benchmark/1000-4       	   20000	     70593 ns/op	   65856 B/op	    2039 allocs/op
Benchmark/1000-4       	   20000	     72525 ns/op	   65856 B/op	    2039 allocs/op
Benchmark/1000-4       	   20000	     71186 ns/op	   65856 B/op	    2039 allocs/op
Benchmark/1000-4       	   20000	     72505 ns/op	   65856 B/op	    2039 allocs/op
Benchmark/1000-4       	   20000	     72081 ns/op	   65856 B/op	    2039 allocs/op
Benchmark/1000-4       	   20000	     75200 ns/op	   65856 B/op	    2039 allocs/op
Benchmark/10000-4      	    2000	    779362 ns/op	  647136 B/op	   20321 allocs/op
Benchmark/10000-4      	    2000	    720973 ns/op	  647136 B/op	   20321 allocs/op
Benchmark/10000-4      	    2000	    733024 ns/op	  647136 B/op	   20321 allocs/op
Benchmark/10000-4      	    2000	    727223 ns/op	  647136 B/op	   20321 allocs/op
Benchmark/10000-4      	    2000	    719291 ns/op	  647136 B/op	   20321 allocs/op
Benchmark/10000-4      	    2000	    741402 ns/op	  647136 B/op	   20321 allocs/op
Benchmark/10000-4      	    2000	    710205 ns/op	  647136 B/op	   20321 allocs/op
Benchmark/10000-4      	    2000	    717960 ns/op	  647136 B/op	   20321 allocs/op
Benchmark/10000-4      	    2000	    706412 ns/op	  647136 B/op	   20321 allocs/op
Benchmark/10000-4      	    2000	    726696 ns/op	  647136 B/op	   20321 allocs/op
Benchmark/100000-4     	     200	   8111051 ns/op	 6451616 B/op	  203133 allocs/op
Benchmark/100000-4     	     200	   8381984 ns/op	 6451616 B/op	  203133 allocs/op
Benchmark/100000-4     	     200	   9256226 ns/op	 6451616 B/op	  203133 allocs/op
Benchmark/100000-4     	     200	   8126668 ns/op	 6451616 B/op	  203133 allocs/op
Benchmark/100000-4     	     200	   8531519 ns/op	 6451616 B/op	  203133 allocs/op
Benchmark/100000-4     	     200	   8519296 ns/op	 6451616 B/op	  203133 allocs/op
Benchmark/100000-4     	     200	   8871692 ns/op	 6451616 B/op	  203133 allocs/op
Benchmark/100000-4     	     200	   8496089 ns/op	 6451616 B/op	  203133 allocs/op
Benchmark/100000-4     	     200	   8134722 ns/op	 6451616 B/op	  203133 allocs/op
Benchmark/100000-4     	     200	   8619434 ns/op	 6451616 B/op	  203133 allocs/op
Benchmark/1000000-4    	      20	  93675182 ns/op	64500576 B/op	 2031257 allocs/op
Benchmark/1000000-4    	      20	  97076834 ns/op	64500576 B/op	 2031257 allocs/op
Benchmark/1000000-4    	      20	  91554445 ns/op	64500576 B/op	 2031257 allocs/op
Benchmark/1000000-4    	      20	  91314123 ns/op	64500576 B/op	 2031257 allocs/op
Benchmark/1000000-4    	      20	  97554206 ns/op	64500576 B/op	 2031257 allocs/op
Benchmark/1000000-4    	      20	  89682126 ns/op	64500576 B/op	 2031257 allocs/op
Benchmark/1000000-4    	      20	  91221539 ns/op	64500576 B/op	 2031257 allocs/op
Benchmark/1000000-4    	      20	  93579250 ns/op	64500576 B/op	 2031257 allocs/op
Benchmark/1000000-4    	      20	  94424854 ns/op	64500576 B/op	 2031257 allocs/op
Benchmark/1000000-4    	      20	  93627843 ns/op	64500576 B/op	 2031257 allocs/op
