Benchmark/1-4 	 5000000	       396 ns/op	     416 B/op	       9 allocs/op
Benchmark/1-4 	 5000000	       408 ns/op	     416 B/op	       9 allocs/op
Benchmark/1-4 	 3000000	       396 ns/op	     416 B/op	       9 allocs/op
Benchmark/1-4 	 5000000	       369 ns/op	     416 B/op	       9 allocs/op
Benchmark/1-4 	 5000000	       366 ns/op	     416 B/op	       9 allocs/op
Benchmark/1-4 	 5000000	       364 ns/op	     416 B/op	       9 allocs/op
Benchmark/1-4 	 5000000	       365 ns/op	     416 B/op	       9 allocs/op
Benchmark/1-4 	 5000000	       373 ns/op	     416 B/op	       9 allocs/op
Benchmark/1-4 	 5000000	       381 ns/op	     416 B/op	       9 allocs/op
Benchmark/1-4 	 5000000	       375 ns/op	     416 B/op	       9 allocs/op
Benchmark/10-4         	 1000000	      2537 ns/op	    1424 B/op	      72 allocs/op
Benchmark/10-4         	  500000	      2475 ns/op	    1424 B/op	      72 allocs/op
Benchmark/10-4         	  500000	      2462 ns/op	    1424 B/op	      72 allocs/op
Benchmark/10-4         	  500000	      2570 ns/op	    1424 B/op	      72 allocs/op
Benchmark/10-4         	 1000000	      2488 ns/op	    1424 B/op	      72 allocs/op
Benchmark/10-4         	  500000	      3240 ns/op	    1424 B/op	      72 allocs/op
Benchmark/10-4         	  500000	      2570 ns/op	    1424 B/op	      72 allocs/op
Benchmark/10-4         	  500000	      2858 ns/op	    1424 B/op	      72 allocs/op
Benchmark/10-4         	  500000	      2671 ns/op	    1424 B/op	      72 allocs/op
Benchmark/10-4         	  500000	      2522 ns/op	    1424 B/op	      72 allocs/op
Benchmark/100-4        	   50000	     27388 ns/op	   22256 B/op	     714 allocs/op
Benchmark/100-4        	   50000	     27139 ns/op	   22256 B/op	     714 allocs/op
Benchmark/100-4        	   50000	     27052 ns/op	   22256 B/op	     714 allocs/op
Benchmark/100-4        	   50000	     26492 ns/op	   22256 B/op	     714 allocs/op
Benchmark/100-4        	   50000	     27356 ns/op	   22256 B/op	     714 allocs/op
Benchmark/100-4        	   50000	     27427 ns/op	   22256 B/op	     714 allocs/op
Benchmark/100-4        	   50000	     26361 ns/op	   22256 B/op	     714 allocs/op
Benchmark/100-4        	   50000	     26053 ns/op	   22256 B/op	     714 allocs/op
Benchmark/100-4        	   50000	     26873 ns/op	   22256 B/op	     714 allocs/op
Benchmark/100-4        	   50000	     27709 ns/op	   22256 B/op	     714 allocs/op
Benchmark/1000-4       	    5000	    246334 ns/op	  209072 B/op	    7026 allocs/op
Benchmark/1000-4       	    5000	    253704 ns/op	  209072 B/op	    7026 allocs/op
Benchmark/1000-4       	    5000	    261210 ns/op	  209072 B/op	    7026 allocs/op
Benchmark/1000-4       	    5000	    253492 ns/op	  209072 B/op	    7026 allocs/op
Benchmark/1000-4       	    5000	    251781 ns/op	  209072 B/op	    7026 allocs/op
Benchmark/1000-4       	    5000	    254706 ns/op	  209072 B/op	    7026 allocs/op
