Benchmark/1-4          	 5000000	       240 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       240 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       241 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       240 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       240 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       241 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       241 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       241 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       244 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	10000000	       240 ns/op	     224 B/op	       6 allocs/op
Benchmark/10-4         	 2000000	       928 ns/op	     768 B/op	      25 allocs/op
Benchmark/10-4         	 2000000	       925 ns/op	     768 B/op	      25 allocs/op
Benchmark/10-4         	 2000000	       926 ns/op	     768 B/op	      25 allocs/op
Benchmark/10-4         	 2000000	       928 ns/op	     768 B/op	      25 allocs/op
Benchmark/10-4         	 2000000	       933 ns/op	     768 B/op	      25 allocs/op
Benchmark/10-4         	 2000000	       926 ns/op	     768 B/op	      25 allocs/op
Benchmark/10-4         	 2000000	       932 ns/op	     768 B/op	      25 allocs/op
Benchmark/10-4         	 2000000	       928 ns/op	     768 B/op	      25 allocs/op
Benchmark/10-4         	 2000000	       935 ns/op	     768 B/op	      25 allocs/op
Benchmark/10-4         	 2000000	       928 ns/op	     768 B/op	      25 allocs/op
Benchmark/100-4        	  200000	      8676 ns/op	   12912 B/op	     209 allocs/op
Benchmark/100-4        	  200000	      8607 ns/op	   12912 B/op	     209 allocs/op
Benchmark/100-4        	  200000	      8623 ns/op	   12912 B/op	     209 allocs/op
Benchmark/100-4        	  200000	      8702 ns/op	   12912 B/op	     209 allocs/op
Benchmark/100-4        	  200000	      8613 ns/op	   12912 B/op	     209 allocs/op
Benchmark/100-4        	  200000	      8604 ns/op	   12912 B/op	     209 allocs/op
Benchmark/100-4        	  200000	      8722 ns/op	   12912 B/op	     209 allocs/op
Benchmark/100-4        	  200000	      8612 ns/op	   12912 B/op	     209 allocs/op
Benchmark/100-4        	  200000	      8626 ns/op	   12912 B/op	     209 allocs/op
Benchmark/100-4        	  200000	      8680 ns/op	   12912 B/op	     209 allocs/op
Benchmark/1000-4       	   20000	     66306 ns/op	   50000 B/op	    2013 allocs/op
Benchmark/1000-4       	   20000	     66527 ns/op	   50000 B/op	    2013 allocs/op
Benchmark/1000-4       	   20000	     67142 ns/op	   50000 B/op	    2013 allocs/op
Benchmark/1000-4       	   20000	     66381 ns/op	   50000 B/op	    2013 allocs/op
Benchmark/1000-4       	   20000	     66760 ns/op	   50000 B/op	    2013 allocs/op
Benchmark/1000-4       	   20000	     67233 ns/op	   50000 B/op	    2013 allocs/op
Benchmark/1000-4       	   20000	     66148 ns/op	   50000 B/op	    2013 allocs/op
Benchmark/1000-4       	   20000	     66611 ns/op	   50000 B/op	    2013 allocs/op
Benchmark/1000-4       	   20000	     67177 ns/op	   50000 B/op	    2013 allocs/op
Benchmark/1000-4       	   20000	     66451 ns/op	   50000 B/op	    2013 allocs/op
Benchmark/10000-4      	    2000	    663731 ns/op	  487184 B/op	   20085 allocs/op
Benchmark/10000-4      	    2000	    671300 ns/op	  487184 B/op	   20085 allocs/op
Benchmark/10000-4      	    2000	    662221 ns/op	  487184 B/op	   20085 allocs/op
Benchmark/10000-4      	    2000	    662608 ns/op	  487184 B/op	   20085 allocs/op
Benchmark/10000-4      	    2000	    667403 ns/op	  487184 B/op	   20085 allocs/op
Benchmark/10000-4      	    2000	    665720 ns/op	  487184 B/op	   20085 allocs/op
Benchmark/10000-4      	    2000	    675004 ns/op	  487184 B/op	   20085 allocs/op
Benchmark/10000-4      	    2000	    663556 ns/op	  487184 B/op	   20085 allocs/op
