goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque
BenchmarkFillListQueue/0-4         	30000000	        41.0 ns/op	      48 B/op	       1 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	20000000	        67.4 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	20000000	        68.5 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	20000000	        71.0 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	20000000	        67.4 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	20000000	        68.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 2000000	       721 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 2000000	       708 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 2000000	       731 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1000000	      1247 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 2000000	       709 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 2000000	       692 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 2000000	       696 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 2000000	       695 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 2000000	       686 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 2000000	       685 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  200000	      6735 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  200000	      6690 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  200000	      6713 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  200000	      6727 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  200000	      6759 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  200000	      6706 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  200000	      6709 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  200000	      6771 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  200000	      7524 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  200000	      7380 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   20000	     69046 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   20000	     81600 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   20000	     70749 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   20000	     74829 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   20000	     71444 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   20000	     72265 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   20000	     70948 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   20000	     69456 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   20000	     69515 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   20000	     68616 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    2000	    707853 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    2000	    709399 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    2000	    691902 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    2000	    704379 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    2000	    674289 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    2000	    674280 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    2000	    706993 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    2000	    764417 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    2000	    980147 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    2000	    697424 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     200	   7273637 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     200	   8436709 ns/op	 6400003 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     200	   7150674 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     200	   7392657 ns/op	 6400002 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     200	   7131092 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     200	   7455974 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     200	   6788171 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     200	   7297757 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     200	   7483540 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     200	  10228021 ns/op	 6400003 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      20	  75140690 ns/op	64000014 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      20	  67178028 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      20	  70510823 ns/op	64000014 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      20	  70315067 ns/op	64000014 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      20	  70879698 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      20	  96667993 ns/op	64000028 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      20	  67739355 ns/op	64000014 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      20	  67211876 ns/op	64000014 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      20	  67502358 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      20	  67733116 ns/op	64000009 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	20000000	        72.7 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	20000000	        72.7 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	20000000	        95.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	20000000	        72.4 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	20000000	        73.3 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	20000000	        72.8 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	20000000	        75.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	20000000	        71.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	20000000	        70.6 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	20000000	        94.8 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 2000000	       725 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 2000000	       731 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 2000000	       705 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 2000000	       700 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 2000000	       737 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 2000000	       724 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 2000000	       696 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 2000000	       718 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 2000000	       730 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 2000000	       702 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  200000	      6877 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  200000	      6817 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  200000	      7292 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  200000	      7135 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  200000	      6940 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  200000	      6947 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  200000	      8574 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  200000	      7169 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  200000	      7039 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  200000	      6882 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   20000	     69503 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   20000	     73211 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   20000	     94814 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   20000	     72864 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   20000	     68728 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   20000	     69337 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   20000	     71789 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   10000	    110670 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   10000	    107793 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   20000	     75567 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    2000	    733940 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    2000	    698373 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    2000	   1017042 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    2000	    705510 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    2000	    692267 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    2000	    974495 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    2000	    706232 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    2000	    698584 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    2000	    676857 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    2000	    684229 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     200	   6789313 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     200	   7659279 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     100	  10675112 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     200	   7247616 ns/op	 6400002 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     200	   7361992 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     200	   9056937 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     200	   7469835 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     200	   7144706 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     200	   6887939 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     200	   7189140 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      20	  67689834 ns/op	64000009 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      20	  69129710 ns/op	64000009 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      20	  76881839 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      20	  72165294 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      20	  71940222 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      20	  84257940 ns/op	64000009 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      20	  72071220 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      20	  70502655 ns/op	64000009 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      20	  73456423 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      20	  73329420 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	10000000	       181 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	10000000	       183 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	10000000	       189 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	10000000	       179 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	10000000	       176 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	10000000	       177 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	10000000	       183 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	10000000	       176 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	10000000	       174 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	10000000	       174 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	 1000000	      1470 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	 1000000	      1498 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	 1000000	      1490 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	 1000000	      1443 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	 1000000	      1402 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	 1000000	      1430 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	 1000000	      1421 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	 1000000	      1387 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	 1000000	      1440 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	 1000000	      1404 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	  100000	     13597 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	  100000	     13710 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	  100000	     14196 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	  100000	     14092 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	  100000	     13988 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	  100000	     13761 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	  100000	     20486 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	  100000	     15078 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	  100000	     13921 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	  100000	     14777 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	   10000	    141315 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	   10000	    141758 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	   10000	    188220 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	   10000	    135368 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	   10000	    138761 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	   10000	    134695 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	   10000	    145796 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	   10000	    142452 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	   10000	    139006 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	   10000	    134592 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	    1000	   1456474 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	    1000	   1412366 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	    1000	   1549115 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	    1000	   2220364 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	    1000	   1478505 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	    1000	   1506226 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	    1000	   1470245 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	    1000	   2089992 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	    1000	   1442073 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	    1000	   1469150 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      50	  22474130 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	     100	  23147977 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	     100	  22722712 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      50	  23704350 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	     100	  22780529 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      50	  22565865 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	     100	  23331490 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      50	  22739819 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      50	  24518103 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      50	  21948749 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 264007738 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 252212070 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 271508040 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 271632427 ns/op	128000067 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 282026875 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 326210035 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 266626980 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 253342351 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 265217668 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 288512041 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	10000000	       184 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	10000000	       182 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	10000000	       170 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	10000000	       178 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	10000000	       176 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	10000000	       186 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	10000000	       177 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	10000000	       180 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	10000000	       182 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	10000000	       188 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	 1000000	      1438 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	 1000000	      1431 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	 1000000	      1444 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	 1000000	      1440 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	 1000000	      1517 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	 1000000	      1459 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	 1000000	      1429 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	 1000000	      1434 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	 1000000	      1593 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	 1000000	      1998 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	  100000	     13789 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	  100000	     15192 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	  100000	     13929 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	  100000	     13898 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	  100000	     14378 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	  100000	     16226 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	  100000	     13601 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	  100000	     13333 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	  100000	     14142 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	  100000	     13634 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/1000-4       	   10000	    140426 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListStack/1000-4       	   10000	    134968 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListStack/1000-4       	   10000	    139664 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListStack/1000-4       	   10000	    142374 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListStack/1000-4       	   10000	    136552 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListStack/1000-4       	   10000	    140341 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListStack/1000-4       	   10000	    139423 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListStack/1000-4       	   10000	    138787 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListStack/1000-4       	   10000	    196482 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListStack/1000-4       	   10000	    139258 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListStack/10000-4      	    1000	   1498913 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListStack/10000-4      	    1000	   1426991 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListStack/10000-4      	    1000	   1411781 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListStack/10000-4      	    1000	   1459645 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListStack/10000-4      	    1000	   1504696 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListStack/10000-4      	    1000	   1534747 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListStack/10000-4      	    1000	   1560891 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListStack/10000-4      	    1000	   1510495 ns/op	 1280048 B/op	   40001 allocs/op
