Benchmark/1-4                	50000000	        35.1 ns/op	      16 B/op	       1 allocs/op
Benchmark/10000-4            	    5000	    368058 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4            	    5000	    344772 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/100000-4           	     500	   3419588 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3475172 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3409948 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3423406 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3408927 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3536972 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3531354 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3575591 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3475726 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3618972 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/1000000-4          	      50	  42671133 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  35253533 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  36307459 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  34538093 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  36058515 ns/op	16000001 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  35555586 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  36637436 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  35599307 ns/op	16000001 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  36029557 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  34703570 ns/op	16000000 B/op	 1000000 allocs/op
