Benchmark/0-4         	  200000	     10246 ns/op	   65680 B/op	       3 allocs/op
Benchmark/0-4         	  200000	     10273 ns/op	   65680 B/op	       3 allocs/op
Benchmark/0-4         	  200000	      9955 ns/op	   65680 B/op	       3 allocs/op
Benchmark/0-4         	  200000	     10202 ns/op	   65680 B/op	       3 allocs/op
Benchmark/0-4         	  200000	      9813 ns/op	   65680 B/op	       3 allocs/op
Benchmark/0-4         	  200000	     11192 ns/op	   65680 B/op	       3 allocs/op
Benchmark/0-4         	  100000	     10170 ns/op	   65680 B/op	       3 allocs/op
Benchmark/0-4         	  200000	     10166 ns/op	   65680 B/op	       3 allocs/op
Benchmark/0-4         	  200000	     10131 ns/op	   65680 B/op	       3 allocs/op
Benchmark/0-4         	  200000	     10135 ns/op	   65680 B/op	       3 allocs/op
Benchmark/1-4         	  200000	      9840 ns/op	   65696 B/op	       4 allocs/op
Benchmark/1-4         	  200000	     10726 ns/op	   65696 B/op	       4 allocs/op
Benchmark/1-4         	  200000	      9889 ns/op	   65696 B/op	       4 allocs/op
Benchmark/1-4         	  200000	      9988 ns/op	   65696 B/op	       4 allocs/op
Benchmark/1-4         	  200000	     10642 ns/op	   65696 B/op	       4 allocs/op
Benchmark/1-4         	  200000	      9932 ns/op	   65696 B/op	       4 allocs/op
Benchmark/1-4         	  100000	     10404 ns/op	   65696 B/op	       4 allocs/op
Benchmark/1-4         	  200000	     10416 ns/op	   65696 B/op	       4 allocs/op
Benchmark/1-4         	  100000	     11455 ns/op	   65696 B/op	       4 allocs/op
Benchmark/1-4         	  200000	     11140 ns/op	   65696 B/op	       4 allocs/op
Benchmark/10-4        	  200000	     12100 ns/op	   65840 B/op	      13 allocs/op
Benchmark/10-4        	  200000	     11042 ns/op	   65840 B/op	      13 allocs/op
Benchmark/10-4        	  200000	     10536 ns/op	   65840 B/op	      13 allocs/op
Benchmark/10-4        	  200000	     10510 ns/op	   65840 B/op	      13 allocs/op
Benchmark/10-4        	  200000	     10512 ns/op	   65840 B/op	      13 allocs/op
Benchmark/10-4        	  200000	     10149 ns/op	   65840 B/op	      13 allocs/op
Benchmark/10-4        	  200000	     12903 ns/op	   65840 B/op	      13 allocs/op
Benchmark/10-4        	  200000	     10367 ns/op	   65840 B/op	      13 allocs/op
Benchmark/10-4        	  200000	     10175 ns/op	   65840 B/op	      13 allocs/op
