Benchmark/1-4          	  200000	     10382 ns/op	   65792 B/op	      10 allocs/op
Benchmark/1-4          	  200000	     10612 ns/op	   65792 B/op	      10 allocs/op
Benchmark/1-4          	  200000	     10629 ns/op	   65792 B/op	      10 allocs/op
Benchmark/1-4          	  200000	     11105 ns/op	   65792 B/op	      10 allocs/op
Benchmark/1-4          	  200000	     10748 ns/op	   65792 B/op	      10 allocs/op
Benchmark/1-4          	  200000	     10508 ns/op	   65792 B/op	      10 allocs/op
Benchmark/1-4          	  200000	     10396 ns/op	   65792 B/op	      10 allocs/op
Benchmark/1-4          	  200000	     11644 ns/op	   65792 B/op	      10 allocs/op
Benchmark/1-4          	  200000	     11532 ns/op	   65792 B/op	      10 allocs/op
Benchmark/1-4          	  100000	     10273 ns/op	   65792 B/op	      10 allocs/op
Benchmark/10-4         	  100000	     12139 ns/op	   66800 B/op	      73 allocs/op
Benchmark/10-4         	  100000	     12106 ns/op	   66800 B/op	      73 allocs/op
Benchmark/10-4         	  100000	     13814 ns/op	   66800 B/op	      73 allocs/op
Benchmark/10-4         	  100000	     12905 ns/op	   66800 B/op	      73 allocs/op
Benchmark/10-4         	  100000	     13708 ns/op	   66800 B/op	      73 allocs/op
Benchmark/10-4         	  100000	     14187 ns/op	   66800 B/op	      73 allocs/op
Benchmark/10-4         	  100000	     12436 ns/op	   66800 B/op	      73 allocs/op
Benchmark/10-4         	  100000	     12846 ns/op	   66800 B/op	      73 allocs/op
Benchmark/10-4         	  100000	     12919 ns/op	   66800 B/op	      73 allocs/op
Benchmark/10-4         	  100000	     13855 ns/op	   66800 B/op	      73 allocs/op
Benchmark/100-4        	   50000	     35832 ns/op	   76880 B/op	     703 allocs/op
Benchmark/100-4        	   50000	     31155 ns/op	   76880 B/op	     703 allocs/op
Benchmark/100-4        	   50000	     29827 ns/op	   76880 B/op	     703 allocs/op
Benchmark/100-4        	   50000	     30547 ns/op	   76880 B/op	     703 allocs/op
Benchmark/100-4        	   50000	     29371 ns/op	   76880 B/op	     703 allocs/op
Benchmark/100-4        	   50000	     31660 ns/op	   76880 B/op	     703 allocs/op
Benchmark/100-4        	   30000	     36613 ns/op	   76880 B/op	     703 allocs/op
Benchmark/100-4        	   50000	     31944 ns/op	   76880 B/op	     703 allocs/op
Benchmark/100-4        	   50000	     30458 ns/op	   76880 B/op	     703 allocs/op
Benchmark/100-4        	   50000	     30194 ns/op	   76880 B/op	     703 allocs/op
Benchmark/1000-4       	   10000	    207074 ns/op	  177680 B/op	    7003 allocs/op
Benchmark/1000-4       	   10000	    221510 ns/op	  177680 B/op	    7003 allocs/op
Benchmark/1000-4       	   10000	    217007 ns/op	  177680 B/op	    7003 allocs/op
Benchmark/1000-4       	   10000	    213549 ns/op	  177680 B/op	    7003 allocs/op
Benchmark/1000-4       	   10000	    220936 ns/op	  177680 B/op	    7003 allocs/op
Benchmark/1000-4       	   10000	    211153 ns/op	  177680 B/op	    7003 allocs/op
Benchmark/1000-4       	   10000	    226831 ns/op	  177680 B/op	    7003 allocs/op
Benchmark/1000-4       	   10000	    219906 ns/op	  177680 B/op	    7003 allocs/op
Benchmark/1000-4       	   10000	    228388 ns/op	  177680 B/op	    7003 allocs/op
Benchmark/1000-4       	   10000	    230658 ns/op	  177680 B/op	    7003 allocs/op
Benchmark/10000-4      	    1000	   2014783 ns/op	 1316880 B/op	   70007 allocs/op
Benchmark/10000-4      	    1000	   2020710 ns/op	 1316880 B/op	   70007 allocs/op
Benchmark/10000-4      	    1000	   2089079 ns/op	 1316880 B/op	   70007 allocs/op
Benchmark/10000-4      	    1000	   2147617 ns/op	 1316880 B/op	   70007 allocs/op
Benchmark/10000-4      	    1000	   2063971 ns/op	 1316880 B/op	   70007 allocs/op
Benchmark/10000-4      	    1000	   2014484 ns/op	 1316880 B/op	   70007 allocs/op
Benchmark/10000-4      	    1000	   2011515 ns/op	 1316880 B/op	   70007 allocs/op
Benchmark/10000-4      	    1000	   2042866 ns/op	 1316880 B/op	   70007 allocs/op
Benchmark/10000-4      	    1000	   2083507 ns/op	 1316880 B/op	   70007 allocs/op
Benchmark/10000-4      	    1000	   2171323 ns/op	 1316880 B/op	   70007 allocs/op
Benchmark/100000-4     	     100	  24288350 ns/op	12846592 B/op	  700051 allocs/op
Benchmark/100000-4     	      50	  23148936 ns/op	12846592 B/op	  700051 allocs/op
Benchmark/100000-4     	     100	  23745465 ns/op	12846592 B/op	  700051 allocs/op
Benchmark/100000-4     	     100	  23696789 ns/op	12846592 B/op	  700051 allocs/op
Benchmark/100000-4     	     100	  25141662 ns/op	12846592 B/op	  700051 allocs/op
Benchmark/100000-4     	     100	  24957793 ns/op	12846592 B/op	  700051 allocs/op
Benchmark/100000-4     	      50	  24321996 ns/op	12846592 B/op	  700051 allocs/op
Benchmark/100000-4     	      50	  23801241 ns/op	12846592 B/op	  700051 allocs/op
Benchmark/100000-4     	      50	  23600867 ns/op	12846592 B/op	  700051 allocs/op
Benchmark/100000-4     	     100	  23511141 ns/op	12846592 B/op	  700051 allocs/op
Benchmark/1000000-4    	       5	 262093900 ns/op	128830144 B/op	 7000491 allocs/op
