Benchmark/1-4                	30000000	        37.4 ns/op	      16 B/op	       1 allocs/op
Benchmark/100-4              	  500000	      3543 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4              	  500000	      3551 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4              	  500000	      3601 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4              	  500000	      3681 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4              	  500000	      3727 ns/op	    1600 B/op	     100 allocs/op
Benchmark/1000-4             	   50000	     36052 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4             	   50000	     37389 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4             	   50000	     36659 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4             	   50000	     35999 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4             	   50000	     35556 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4             	   50000	     37123 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4             	   50000	     35929 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4             	   50000	     37488 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4             	   30000	     36808 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4             	   50000	     40090 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/10000-4            	    5000	    357513 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4            	    5000	    397973 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4            	    5000	    407709 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4            	    3000	    428342 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4            	    5000	    366834 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4            	    5000	    402493 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4            	    5000	    367714 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4            	    5000	    369021 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4            	    5000	    355092 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4            	    5000	    359278 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/100000-4           	     500	   3533794 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3556383 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3519254 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3525058 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3554309 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3586845 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3624420 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3513142 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3836611 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4           	     500	   3831356 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/1000000-4          	      50	  35417365 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  37112228 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  37354455 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  36776123 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  35760555 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  37716155 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      30	  40012318 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      30	  42761305 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  36835986 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4          	      50	  38383171 ns/op	16000000 B/op	 1000000 allocs/op
