Benchmark/1-4          	 5000000	       243 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       243 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       245 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       244 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       244 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       242 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       245 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       245 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       244 ns/op	     224 B/op	       6 allocs/op
Benchmark/1-4          	 5000000	       247 ns/op	     224 B/op	       6 allocs/op
Benchmark/10-4         	 1000000	      1851 ns/op	    4912 B/op	      27 allocs/op
Benchmark/10-4         	 1000000	      1868 ns/op	    4912 B/op	      27 allocs/op
Benchmark/10-4         	 1000000	      1875 ns/op	    4912 B/op	      27 allocs/op
Benchmark/10-4         	 1000000	      1850 ns/op	    4912 B/op	      27 allocs/op
Benchmark/10-4         	 1000000	      1860 ns/op	    4912 B/op	      27 allocs/op
Benchmark/10-4         	 1000000	      1870 ns/op	    4912 B/op	      27 allocs/op
Benchmark/10-4         	 1000000	      1845 ns/op	    4912 B/op	      27 allocs/op
Benchmark/10-4         	 1000000	      1846 ns/op	    4912 B/op	      27 allocs/op
Benchmark/10-4         	 1000000	      1869 ns/op	    4912 B/op	      27 allocs/op
Benchmark/10-4         	 1000000	      1849 ns/op	    4912 B/op	      27 allocs/op
Benchmark/100-4        	  200000	      7988 ns/op	    7792 B/op	     207 allocs/op
Benchmark/100-4        	  200000	      8062 ns/op	    7792 B/op	     207 allocs/op
Benchmark/100-4        	  200000	      7993 ns/op	    7792 B/op	     207 allocs/op
Benchmark/100-4        	  200000	      7995 ns/op	    7792 B/op	     207 allocs/op
Benchmark/100-4        	  200000	      8067 ns/op	    7792 B/op	     207 allocs/op
Benchmark/100-4        	  200000	      7995 ns/op	    7792 B/op	     207 allocs/op
Benchmark/100-4        	  200000	      8024 ns/op	    7792 B/op	     207 allocs/op
Benchmark/100-4        	  200000	      8003 ns/op	    7792 B/op	     207 allocs/op
Benchmark/100-4        	  200000	      8054 ns/op	    7792 B/op	     207 allocs/op
Benchmark/100-4        	  200000	      7983 ns/op	    7792 B/op	     207 allocs/op
Benchmark/1000-4       	   20000	     73905 ns/op	   54144 B/op	    2015 allocs/op
Benchmark/1000-4       	   20000	     73265 ns/op	   54144 B/op	    2015 allocs/op
Benchmark/1000-4       	   20000	     73078 ns/op	   54144 B/op	    2015 allocs/op
Benchmark/1000-4       	   20000	     74510 ns/op	   54144 B/op	    2015 allocs/op
Benchmark/1000-4       	   20000	     73138 ns/op	   54144 B/op	    2015 allocs/op
Benchmark/1000-4       	   20000	     73721 ns/op	   54144 B/op	    2015 allocs/op
Benchmark/1000-4       	   20000	     73517 ns/op	   54144 B/op	    2015 allocs/op
Benchmark/1000-4       	   20000	     73223 ns/op	   54144 B/op	    2015 allocs/op
Benchmark/1000-4       	   20000	     73075 ns/op	   54144 B/op	    2015 allocs/op
Benchmark/1000-4       	   20000	     73553 ns/op	   54144 B/op	    2015 allocs/op
Benchmark/10000-4      	    2000	    722041 ns/op	  491328 B/op	   20087 allocs/op
Benchmark/10000-4      	    2000	    734718 ns/op	  491328 B/op	   20087 allocs/op
Benchmark/10000-4      	    2000	    723706 ns/op	  491328 B/op	   20087 allocs/op
Benchmark/10000-4      	    2000	    723857 ns/op	  491328 B/op	   20087 allocs/op
Benchmark/10000-4      	    2000	    722397 ns/op	  491328 B/op	   20087 allocs/op
Benchmark/10000-4      	    2000	    733538 ns/op	  491328 B/op	   20087 allocs/op
Benchmark/10000-4      	    2000	    721942 ns/op	  491328 B/op	   20087 allocs/op
Benchmark/10000-4      	    2000	    722337 ns/op	  491328 B/op	   20087 allocs/op
Benchmark/10000-4      	    2000	    726936 ns/op	  491328 B/op	   20087 allocs/op
Benchmark/10000-4      	    2000	    720950 ns/op	  491328 B/op	   20087 allocs/op
Benchmark/100000-4     	     200	   8168884 ns/op	 4825872 B/op	  200789 allocs/op
Benchmark/100000-4     	     200	   8237870 ns/op	 4825872 B/op	  200789 allocs/op
Benchmark/100000-4     	     200	   8218755 ns/op	 4825872 B/op	  200789 allocs/op
